armados	O
,	O
incluindo	O
um	O
menor	O
de	O
idade	O
que	O
mal	O
aguentava	O
a	O
arma	CONSUMER_GOOD
,	O
eles	O
começaram	O
a	O
revistar	O
,	O
querendo	O
celulares	CONSUMER_GOOD
e	O
dinheiro	OTHER
,	O
como	O
o	O
filho	PERSON
da	O
minha	O
amiga	PERSON
não	O
tinha	O
,	O
eles	O
pegaram	O
o	O
tênis	OTHER
dele	O
mas	O
não	O
serviu	O
nos	O
bandidos	PERSON
e	O
como	O
já	O
era	O
velho	O
eles	O
não	O
levaram	O
,	O
tentaram	O
levar	O
o	O
casaco	CONSUMER_GOOD
mas	O
estava	O
fedendo	O
a	O
fumaça	OTHER
ai	O
eles	O
jogaram	O
no	O
chão	LOCATION
,	O
revistaram	O
ele	O
todo	O
inclusivel	O
a	O
mochila	OTHER
não	O
encontraram	O
nada	OTHER
de	O
valor	OTHER
,	O
só	O
roubaram	O
os	O
celulares	CONSUMER_GOOD
das	O
garotas	PERSON
,	O
depois	O
mandaram	O
eles	O
irem	O
embora	O
e	O
ficaram	O
fazendo	O
pressão	OTHER
psicológica	O
neles	O
.	O
Só	O
Jesus	ORGANIZATION
para	O
guardar	O
a	O
gente	PERSON
!	O
!	O
!	O
Curicica	LOCATION
está	O
completamente	O
abandonada	O
,	O
todo	O
dia	O
tem	O
pelo	O
menos	O
2	O
assaltos	EVENT
.	O
Aconteceu	O
na	O
rua	LOCATION
do	O
Firmamento	EVENT
.	O

Roubaram	O
minha	O
moto	CONSUMER_GOOD
lá	O
no	O
Tanque	LOCATION
e	O
depois	O
os	O
bandidos	PERSON
foram	O
para	O
a	O
caixa	O
d'água	O
ou	O
covanca	OTHER
.	O
Honda	ORGANIZATION
-vermelha	O
Placa	ORGANIZATION
/	O
KRL4896	OTHER

Tive	O
o	O
meu	O
carro	CONSUMER_GOOD
roubado	O
na	O
porta	OTHER
de	O
casa	LOCATION
,	O
na	O
rua	O
Ituverava	O
,	O
meu	O
carro	CONSUMER_GOOD
é	O
um	O
fiat	OTHER
linea	O
bege	OTHER
,	O
placa	OTHER
do	O
carro	CONSUMER_GOOD
LPW2371	OTHER
.	O
Foram	O
4	O
homens	PERSON
armados	O
que	O
me	O
renderam	O
e	O
levaram	O
o	O
o	O
meu	O
carro	CONSUMER_GOOD
.	O

No	O
momento	O
um	O
caminhão	CONSUMER_GOOD
de	O
cargas	CONSUMER_GOOD
roubado	O
tentando	O
subir	O
o	O
morro	LOCATION
na	O
rua	LOCATION
general	PERSON
Artigas	PERSON
depois	O
do	O
mercado	OTHER
rede	O
economia	OTHER
segunda	O
rua	LOCATION
depois	O
um	O
Onix	PERSON
branco	O
na	O
cobertura	OTHER
com	O
o	O
ladrão	O
capivara	O

Denunció	O
carros	CONSUMER_GOOD
e	O
.	O
motos	CONSUMER_GOOD
roubadas	O
em	O
frente	OTHER
ao	O
apto	O
101	O
.	O
Está	O
mto	O
perigosó	O
.	O
Boca	O
de	O
fumo	O
a	O
todos	O
momento	O
.	O

Um	O
dos	O
assaltantes	PERSON
e	O
assassino	PERSON
do	O
médico	PERSON
em	O
Cpo	O
Grande	O
,	O
reside	O
na	O
rua	LOCATION
Costa	O
Junior	O
42	O
,	O
térreo	LOCATION
,	O
o	O
mesmo	OTHER
tem	O
o	O
vulgo	O
de	O
Bonecão	OTHER
e	O
neste	O
exato	O
momento	O
está	O
no	O
seu	O
trailer	OTHER
na	O
mesma	O
rua	LOCATION
(	O
Praça	O
do	O
Barrão	O
)	O
,	O
planejando	O
outros	O
assaltos	EVENT
.	O

Caminhão	CONSUMER_GOOD
de	O
cargas	CONSUMER_GOOD
roubado	O
no	O
bairro	LOCATION
Pantanal	LOCATION
vulgo	O
capivara	OTHER
ladrão	O
com	O
um	O
Onix	PERSON
branco	O
na	O
cobertura	OTHER
depois	O
do	O
mercado	OTHER
rede	O
economia	OTHER
tentando	O
subir	O
o	O
morro	LOCATION
na	O
general	PERSON
Artigas	PERSON

Hoje	O
ocorreu	O
mais	O
um	O
roubo	EVENT
na	O
Rua	O
João	O
Macieira	O
,	O
Madureira	LOCATION
,	O
RJ	LOCATION
.	O
Dois	O
elementos	OTHER
em	O
uma	O
moto	CONSUMER_GOOD
com	O
arma	CONSUMER_GOOD
em	O
punho	OTHER
abordaram	O
um	O
grupo	ORGANIZATION
de	O
pessoas	PERSON
que	O
estavam	O
no	O
portão	OTHER
e	O
levaram	O
os	O
seus	O
pertences	OTHER
,	O
a	O
pouco	O
tempo	O
no	O
mesmo	O
local	LOCATION
ocorreu	O
um	O
caso	OTHER
semelhante	O
.	O
Moradores	PERSON
pedem	O
uma	O
presença	OTHER
mais	O
ostensiva	O
da	O
Polícia	O
Militar	O
no	O
local	LOCATION
!	O

HOJE	O
SERA	O
REALIZADA	O
UMA	O
FESTA	O
NA	O
RUA	LOCATION
HILARIO	O
RIBEIRO	O
NÚMERO	OTHER
22	O
INTITULADA	O
PAGODE	OTHER
DA	O
FIRMA	OTHER
ONDE	O
ELES	O
FECHAM	O
A	O
RUA	LOCATION
SEM	O
AUTORIZACAO	O
ONDE	O
É	O
CONSUMO	OTHER
DE	O
DROGAS	O
VENDA	OTHER
DE	O
BEBIDAS	CONSUMER_GOOD
A	O
MENORES	OTHER
DE	O
IDADE	O
E	O
APILIGIA	O
AO	O
TRÁFICO	OTHER
ESTÁ	O
FESTA	O
É	O
ORGANIZADA	O
POR	O
FREDY	O
HENRIQUE	OTHER
EX	O
PRESIDIÁRIO	O
QUE	O
CONTINUA	O
PRATICANDO	O
PEQYENOS	O
ROUBOA	O
E	O
OFERECENDO	O
CELULARES	O
ROYBADIS	O
PEL9	O
FACE	O
BOOK	OTHER
FEDY	O
HENRIQUE	OTHER
VAI	O
RSTAR	O
COM	O
GRAND	OTHER
E	O
QUANTIDADAE	O
DE	O
BALA	O
MAIS	O
CONHECIDA	OTHER
COMO	O
A	O
DROGA	O
ECTASSY	O
É	O
IMPORTANTE	O
A	O
POL7CIA	O
CHEGAR	O
NO	O
LOCAL	LOCATION
ELE	OTHER
JÁ	O
FOI	O
PRESO	O
POR	O
ROUBO	EVENT
E	O
CONTINUA	O
ROUBANDO	OTHER

Carro	CONSUMER_GOOD
roubado	O
e	O
abandonado	O
no	O
entorno	LOCATION
da	O
vila	O
olímpica	O
jornalista	O
ary	PERSON
de	O
carvalho	OTHER
na	O
vila	O
kennedy	O
na	O
esquina	LOCATION
da	O
rua	O
J	O
com	O
a	O
rua	O
U	O
.	O

01/07/2017	O
As	O
18	O
:	O
00	O
Subiram	O
5	O
carros	CONSUMER_GOOD
roubados	O
agora	O
mesmo	O
,	O
no	O
morrinho	OTHER
da	O
estrada	OTHER
do	O
engenho	OTHER
sentido	O
vila	LOCATION
Kenedy	PERSON
,	O
14◎	O
Bangu	ORGANIZATION
não	O
esta	O
dando	O
conta	OTHER
,	O
eu	O
nunca	O
vi	O
isso	O
na	O
vida	OTHER
,	O
os	O
caras	PERSON
estão	O
roubando	O
muito	O
,	O
ninguém	PERSON
imagina	O
aonde	O
cabe	O
tanto	O
carro	CONSUMER_GOOD
,	O
eles	O
já	O
desceram	O
de	O
novo	O
no	O
Siena	LOCATION
prata	OTHER
,	O
espera	O
uns	O
30mim	OTHER
já	O
irão	O
trazer	O
mais	O
carros	CONSUMER_GOOD
.	O
.	O
.	O
.	O
Consegui	O
ver	O
a	O
placa	OTHER
de	O
um	O
,	O
era	O
taxi	OTHER
KRN	O
6638	O

Carro	CONSUMER_GOOD
abandonado	O
ontem	O
anoite	O
no	O
cinal	OTHER

Homem	PERSON
se	O
passa	O
por	O
guardador	OTHER
de	O
carros	CONSUMER_GOOD
roubando	O
pessoas	PERSON
arrombando	O
e	O
vandalizando	O
os	O
carros	CONSUMER_GOOD
e	O
ameaçando	O
pessoas	PERSON
que	O
passam	O
pela	O
localidade	LOCATION
.	O
Moradores	PERSON
têm	O
medo	OTHER
de	O
se	O
manifestar	O
porque	O
eke	O
trabalha	O
em	O
conjunto	OTHER
com	O
outro	O
Homem	PERSON
ainda	O
mais	O
perigoso	O
que	O
ele	O
.	O

Praticamente	O
todos	O
os	O
dias	O
criminosos	PERSON
roubam	O
carros	CONSUMER_GOOD
de	O
cargas	CONSUMER_GOOD
e	O
trazem	O
para	O
rua	LOCATION
correia	OTHER
dias	O
,	O
proximo	O
as	O
escadas	OTHER
na	O
parte	OTHER
superior	O
da	O
rua	LOCATION
,	O
geralmente	O
na	O
parte	OTHER
da	O
manhã	O
,	O
robando	O
a	O
carga	OTHER
.	O

O	O
setor	OTHER
Golf	ORGANIZATION
do	O
sétimo	O
batalhão	ORGANIZATION
não	O
está	O
patrulhando	O
o	O
local	LOCATION
citado	O
nesta	O
por	O
conivência	OTHER
ou	O
descaso	OTHER
é	O
uma	O
rua	LOCATION
asfaltada	O
e	O
principal	O
cujo	O
se	O
encontra	O
diversos	O
elementos	OTHER
andando	O
pela	O
rua	LOCATION
na	O
prática	OTHER
de	O
roubo	EVENT
sem	O
que	O
o	O
setor	OTHER
mesmo	O
que	O
é	O
solicitado	O
por	O
190	O
não	O
comparece	O
no	O
local	LOCATION

Carga	OTHER
roubada	O
.	O
Um	O
caminhão	CONSUMER_GOOD
roubado	O
está	O
no	O
gogo	OTHER
dá	O
Ema	OTHER
e	O
traficantes	PERSON
fazem	O
o	O
saque	OTHER
dá	O
Carga	OTHER
mantendo	O
o	O
motorista	PERSON
refen	O

Estão	O
ocorrendo	O
assaltos	EVENT
quase	O
que	O
diários	O
nas	O
ruas	LOCATION
Gonzaga	ORGANIZATION
Bastos	O
e	O
ruas	LOCATION
adjacentes	O
.	O
Hoje	O
foi	O
uma	O
tentativa	EVENT
de	O
arrastão	OTHER
na	O
Gonzaga	ORGANIZATION
Bastos	O
com	O
a	O
Maxwell	PERSON
.	O
Teve	O
troca	EVENT
de	O
tiros	OTHER
porque	O
tinha	O
um	O
policial	PERSON
voltando	O
de	O
um	O
plantão	EVENT
,	O
mas	O
os	O
bandidos	PERSON
fugiram	O
.	O
Já	O
houve	O
um	O
assalto	EVENT
à	O
mão	OTHER
armada	O
na	O
entrada	OTHER
de	O
uma	O
escola	ORGANIZATION
na	O
Araújo	O
Lima	O
,	O
que	O
é	O
paralela	O
a	O
Gonzaga	ORGANIZATION
.	O
Também	O
sempre	O
passam	O
umas	O
crianças	PERSON
(	O
pivetes	OTHER
)	O
fazendo	O
arrastão	OTHER
por	O
ali	O
,	O
por	O
volta	OTHER
das	O
11	O
horas	O
e	O
também	O
na	O
praça	LOCATION
da	O
Conde	O
de	O
Bonfim	O
.	O
Hoje	O
:	O
4	O
bandidos	PERSON
em	O
duas	O
motos	CONSUMER_GOOD
,	O
tentaram	O
assaltar	O
os	O
motoristas	PERSON
rua	O
Gonzaga	ORGANIZATION
Bastos	O
x	O
Maxwell	PERSON
X	O
Senador	O
Soares	O
.	O
Uma	O
das	O
vítimas	PERSON
era	O
policial	PERSON
que	O
estava	O
saindo	O
do	O
plantão	EVENT
.	O
Houve	O
troca	EVENT
de	O
tiros	OTHER
e	O
os	O
bandidos	PERSON
conseguiram	O
fugir	O
.	O
Ninguém	PERSON
se	O
feriu	O
.	O
Tenso	OTHER
.	O
A	O
notícia	OTHER
passou	O
na	O
rádio	OTHER
Bandnews	ORGANIZATION
.	O

Negociei	O
a	O
compra	EVENT
de	O
um	O
notebook	CONSUMER_GOOD
pelo	O
site	ORGANIZATION
da	O
olx	OTHER
,	O
apos	O
alguns	O
dias	O
de	O
negociacao	EVENT
depositei	O
50%	O
do	O
valor	OTHER
do	O
produto	CONSUMER_GOOD
e	O
o	O
restante	PERSON
seria	O
na	O
entrega	EVENT
,	O
mas	O
o	O
vendedor	PERSON
sumiu	O
e	O
nao	O
responde	O
mais	O
o	O
whatsapp	OTHER
.	O
Fiz	O
pesquisas	OTHER
na	O
internet	OTHER
atraves	O
do	O
numero	OTHER
do	O
celular	CONSUMER_GOOD
e	O
vi	O
que	O
ele	O
aplica	O
esses	O
golpes	EVENT
em	O
muita	O
gente	PERSON
.	O
Ele	O
me	O
enviou	O
uma	O
foto	WORK_OF_ART
dizendo	O
ser	O
dele	O
,	O
esta	O
em	O
anexo	OTHER
.	O
Os	O
dados	OTHER
bancarios	O
que	O
o	O
deposito	EVENT
foi	O
feito	O
sao	O
:	O
banco	O
santander	O
,	O
ag	OTHER
:	O
3044	O
cc	O
:	O
77000427-4	O
cpf	PERSON
:	O
058	O
.	O
456	O
.	O
157-12	O
nome	OTHER
:	O
amanda	OTHER
faria	O
s	OTHER
.	O
Fonseca	PERSON
.	O
O	O
vendedor	PERSON
se	O
identificou	O
como	O
altair	OTHER
,	O
proprietario	PERSON
da	O
empresa	ORGANIZATION
micro	O
valle	O
de	O
barra	OTHER
mansa	O
informatica	OTHER
ltda	O
-	O
me	O
cnpj	PERSON
:	O
01	O
.	O
027	O
.	O
998/0001-80	O
.	O
Os	O
telefones	CONSUMER_GOOD
que	O
ele	O
usa	O
sao	O
:	O
(	O
21	O
)	O
99621-4762	O
/	O
(	O
24	O
)	O
99246-1643	O
/	O
(	O
24	O
)	O
3562-8714	O
.	O
Ele	O
se	O
apresenta	O
como	O
pastor	PERSON
evangelico	O
,	O
passou	O
o	O
endereco	OTHER
residencial	O
como	O
sendo	O
Rua	O
I	O
,	O
241	O
,	O
morada	O
verde	O
,	O
barra	OTHER
mansa	O
e	O
endereco	OTHER
comercial	O
av	O
.	O
Domingos	O
mariano	O
,	O
88	O
,	O
loja	ORGANIZATION
10	O
,	O
centro	OTHER
,	O
barra	OTHER
mansa	O
.	O

Carro	CONSUMER_GOOD
Cobalt	CONSUMER_GOOD
branco	O
placa	OTHER
LQn	ORGANIZATION
5366	O
na	O
avenida	O
Joaquim	O
Nabuco	O
Centenário	O
rua	O
da	O
feira	EVENT

O	O
setor	OTHER
Golf	ORGANIZATION
do	O
sétimo	O
batalhão	ORGANIZATION
não	O
está	O
patrulhando	O
o	O
local	LOCATION
citado	O
nesta	O
por	O
conivência	OTHER
ou	O
descaso	OTHER
é	O
uma	O
rua	LOCATION
asfaltada	O
e	O
principal	O
cujo	O
se	O
encontra	O
diversos	O
elementos	OTHER
andando	O
pela	O
rua	LOCATION
na	O
prática	OTHER
de	O
roubo	EVENT
sem	O
que	O
o	O
setor	OTHER
mesmo	O
que	O
é	O
solicitado	O
por	O
190	O
não	O
comparece	O
no	O
local	LOCATION

Sexta	O
feira	O
denuncie	O
um	O
roubo	EVENT
de	O
carga	OTHER
na	O
rua	LOCATION
general	PERSON
roca	O
bairro	LOCATION
Pantanal	LOCATION
vulgo	O
capivara	OTHER
ladrão	O
de	O
carga	OTHER
fiquei	O
sabendo	O
que	O
os	O
PMs	PERSON
do	O
15	O
vieram	O
é	O
nada	OTHER
fizeram	O
pelo	O
contrário	OTHER
deram	O
cobertura	OTHER
VTR	ORGANIZATION
com	O
o	O
soldado	PERSON
Felipe	PERSON
do	O
setor	OTHER
da	O
área	OTHER
caminhão	O
se	O
encontra	O
no	O
final	O
